model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,featval_source_evidence,featval_sensor_visibility,featval_wind_error_sensitivity,v_all_maps,v_no_maps,efficiency_residual
DeepSets,ch4t-test-000202,6,2.152458,0.628087,-0.189551,0.841517,1.260773,0.503370,-3.658185,-6.249180,0.000e+00
DeepSets,ch4t-test-000203,8,1.627872,0.563604,-0.171907,1.253145,0.438158,2.332875,-2.542405,-4.561974,0.000e+00
DeepSets,ch4t-test-000204,8,0.006610,0.290470,-0.027112,-0.015428,0.180302,0.163041,-6.998851,-7.268820,0.000e+00
DeepSets,ch4t-test-000205,8,-0.007824,0.880022,-0.053193,-0.020529,0.063024,0.192051,-6.542992,-7.361997,1.110e-16
DeepSets,ch4t-test-000206,6,0.258993,0.464094,0.411647,0.026100,0.963392,0.258602,-9.078166,-10.212901,0.000e+00
DeepSets,ch4t-test-000207,8,4.190484,-0.165012,-0.693427,1.179504,1.355149,0.872809,-3.269115,-6.601160,0.000e+00
DeepSets,ch4t-test-000208,4,-1.752586,-0.990616,-1.686488,0.388447,1.283095,1.396845,-11.961264,-7.531575,8.882e-16
DeepSets,ch4t-test-000209,4,0.087658,-0.342280,0.238701,0.010472,-2.061347,0.095451,-9.517959,-9.502038,0.000e+00
DeepSets,ch4t-test-000210,5,-0.328107,0.818635,0.385365,-0.038585,-1.256702,0.208398,-10.666370,-11.542263,2.220e-16
DeepSets,ch4t-test-000211,5,0.632806,-0.400916,0.282015,0.340540,-1.552667,0.794535,-5.324691,-5.838596,1.110e-16
DeepSets,ch4t-test-000212,4,1.372124,0.053386,-0.112587,0.416229,0.819953,0.201119,-3.602642,-4.915564,0.000e+00
DeepSets,ch4t-test-000213,7,-0.007606,0.644997,-0.016585,0.000770,0.595617,0.199134,-6.770187,-7.390992,1.110e-16
DeepSets,ch4t-test-000214,6,-0.109542,0.288570,-0.121436,0.026157,-0.047782,0.132452,-10.143545,-10.201136,2.776e-17
DeepSets,ch4t-test-000215,8,0.928168,0.385516,0.131839,0.117280,1.310412,0.496904,-4.133413,-5.578935,0.000e+00
DeepSets,ch4t-test-000216,6,-0.023620,0.868951,-0.003725,0.031557,0.881701,0.094380,-8.415683,-9.257289,0.000e+00
DeepSets,ch4t-test-000217,5,1.743558,0.486380,-0.722883,1.221753,0.367870,1.056955,-6.227926,-7.734982,0.000e+00
DeepSets,ch4t-test-000218,5,1.392315,0.010821,-0.348230,1.050275,1.076880,1.205741,-6.680021,-7.734926,0.000e+00
DeepSets,ch4t-test-000219,8,0.204769,0.762340,-0.051034,0.037680,1.104473,0.167625,-6.773352,-7.689427,2.220e-16
DeepSets,ch4t-test-000220,5,0.051344,0.362860,-0.071270,-0.039411,-0.026553,0.126077,-7.366034,-7.708969,0.000e+00
DeepSets,ch4t-test-000221,7,0.828484,0.202665,-0.240718,0.445972,0.607515,0.587948,-5.952169,-6.742601,1.110e-16
DeepSets,ch4t-test-000222,5,1.141225,0.028487,0.655234,1.512708,-0.137833,1.760930,-5.168356,-6.993303,0.000e+00
DeepSets,ch4t-test-000223,7,-0.017953,0.775767,-0.028370,-0.007100,0.180320,0.131292,-8.072292,-8.801736,0.000e+00
DeepSets,ch4t-test-000224,7,0.632345,0.272121,-0.271183,0.892773,0.809088,1.220981,-5.500084,-6.133367,2.220e-16
DeepSets,ch4t-test-000225,8,1.339612,0.335084,-0.123272,0.717504,0.934590,1.260953,-3.906515,-5.457939,2.220e-16
DeepSets,ch4t-test-000226,7,0.193734,0.307307,0.233234,0.225278,0.174819,0.215486,-3.601588,-4.335862,0.000e+00
DeepSets,ch4t-test-000227,4,1.217512,0.687110,-0.275111,0.903175,1.255470,0.580091,-6.135002,-7.764513,0.000e+00
DeepSets,ch4t-test-000228,7,1.013434,-0.155831,-0.255167,0.540531,0.354704,0.391408,-3.874058,-4.476494,1.110e-16
DeepSets,ch4t-test-000229,4,3.309482,-0.469409,-0.443148,0.849230,1.137275,0.537369,-2.431927,-4.828851,4.441e-16
DeepSets,ch4t-test-000230,7,1.920855,0.553511,-1.505867,1.064863,1.227511,1.051592,-5.394179,-6.362678,1.110e-16
DeepSets,ch4t-test-000231,8,1.210537,-0.179499,1.494965,0.152713,0.906483,0.786938,-3.910201,-6.436205,4.441e-16
DeepSets,ch4t-test-000232,5,1.435399,-0.099910,-0.132214,2.117122,0.857649,0.566800,-2.490308,-3.693583,0.000e+00
DeepSets,ch4t-test-000233,5,0.089288,0.011502,0.527904,0.428995,1.072506,1.150089,-4.814729,-5.443423,0.000e+00
DeepSets,ch4t-test-000234,5,-0.023905,0.459655,0.035310,-0.030885,-0.405952,0.153619,-5.973986,-6.445045,5.551e-17
DeepSets,ch4t-test-000235,7,1.767373,0.347946,-0.783163,1.288301,1.010975,0.793823,-4.434066,-5.766221,0.000e+00
DeepSets,ch4t-test-000236,4,1.694179,0.484422,-1.064584,0.721159,0.546898,1.059963,-4.431596,-5.545613,4.441e-16
DeepSets,ch4t-test-000237,5,-0.215965,-0.530271,-0.066202,0.065721,0.216205,0.411760,-11.031791,-10.219352,0.000e+00
DeepSets,ch4t-test-000238,8,3.779527,1.101211,-2.299360,1.745683,1.367628,2.699533,-4.312233,-6.893610,0.000e+00
DeepSets,ch4t-test-000239,8,1.416017,-0.931363,-0.928674,1.791673,0.989122,1.079419,-6.436215,-5.992195,0.000e+00
DeepSets,ch4t-test-000240,8,0.001763,0.358425,-0.056986,0.013707,-0.628017,0.143412,-8.610544,-8.913746,5.551e-17
DeepSets,ch4t-test-000241,4,0.417213,0.112904,-0.174291,0.224848,-0.327555,0.345650,-5.765374,-6.121200,5.551e-17
DeepSets,ch4t-test-000242,8,0.002352,0.167665,-0.020876,-0.003677,-1.194143,0.109234,-7.979343,-8.128484,2.776e-17
DeepSets,ch4t-test-000243,8,1.089819,0.060691,-0.249253,0.456668,1.013571,0.332201,-4.654419,-5.555676,2.220e-16
DeepSets,ch4t-test-000244,6,-0.059645,-0.184949,-0.138325,1.957571,0.748296,1.062581,-7.671629,-7.288710,0.000e+00
DeepSets,ch4t-test-000245,5,0.518843,-0.115325,0.366033,0.134174,0.238987,0.248878,-8.071940,-8.841491,2.220e-16
DeepSets,ch4t-test-000246,4,2.751813,-0.542236,-0.486347,0.482820,0.886999,0.277606,-2.951081,-4.674311,4.441e-16
DeepSets,ch4t-test-000247,8,2.107470,0.208815,-1.486184,2.364192,1.260262,2.353836,-5.676572,-6.506673,1.110e-16
DeepSets,ch4t-test-000248,5,-0.123044,-0.235665,0.407596,0.012999,0.081018,0.177606,-9.342785,-9.391671,2.776e-17
DeepSets,ch4t-test-000249,8,1.297824,0.629903,-0.147006,0.663454,1.260910,1.524446,-4.718136,-6.498857,0.000e+00
DeepSets,ch4t-test-000250,4,1.123848,0.070635,0.747288,0.557699,-0.231279,0.890774,-4.775393,-6.717163,4.441e-16
DeepSets,ch4t-test-000251,4,-0.073485,0.200778,-0.146540,0.017843,-0.015082,0.206210,-9.427019,-9.407773,2.776e-17
DeepSets,ch4t-test-000252,6,0.347824,-0.584193,0.044605,0.053615,0.639503,0.137406,-5.774743,-5.582979,0.000e+00
DeepSets,ch4t-test-000253,6,-0.241211,-0.985261,0.617894,0.164120,-0.523624,0.341799,-11.099305,-10.490727,0.000e+00
DeepSets,ch4t-test-000254,8,0.520616,0.078603,-0.046187,0.872817,1.076678,0.262332,-5.575675,-6.128706,0.000e+00
DeepSets,ch4t-test-000255,6,2.023889,-0.260094,0.159516,0.722120,0.667993,0.386478,-4.566747,-6.490058,4.441e-16
DeepSets,ch4t-test-000256,8,1.257559,-0.395503,-0.436431,1.552940,0.985723,0.858813,-6.716474,-7.142099,0.000e+00
DeepSets,ch4t-test-000257,4,0.439765,0.375101,-0.217348,0.232254,1.002281,0.562271,-7.160257,-7.757774,0.000e+00
DeepSets,ch4t-test-000258,4,1.054949,-0.382846,0.139895,-0.009252,-0.381685,0.106160,-8.107802,-8.919800,0.000e+00
DeepSets,ch4t-test-000259,4,0.594492,0.284162,-0.135605,0.512843,0.545998,0.973296,-4.174060,-4.917110,0.000e+00
DeepSets,ch4t-test-000260,5,0.030933,-0.117557,-0.084479,-0.012411,-0.661293,0.124365,-7.775645,-7.604542,0.000e+00
DeepSets,ch4t-test-000261,7,2.473748,0.194785,-0.693413,2.719074,1.081751,1.782601,-3.837516,-5.812636,2.220e-16
DeepSets,ch4t-test-000262,7,3.441014,-0.034238,-1.984864,2.080387,0.058006,2.002985,-3.317641,-4.739552,2.220e-16
DeepSets,ch4t-test-000263,6,3.280854,-0.101228,-1.498952,1.838392,1.120444,1.849925,-3.609035,-5.289708,4.441e-16
DeepSets,ch4t-test-000264,8,-0.015564,0.511041,-0.019468,0.015867,-0.300603,0.152276,-8.139844,-8.615853,5.551e-17
DeepSets,ch4t-test-000265,4,-0.290947,0.348427,0.412623,0.189030,0.768382,0.472678,-6.438676,-6.908779,5.551e-17
DeepSets,ch4t-test-000266,8,2.541139,-0.975322,-0.348459,0.961693,-0.374785,0.476995,-4.868902,-6.086260,4.441e-16
DeepSets,ch4t-test-000267,7,0.134155,0.087687,0.010683,1.037678,0.463451,0.406543,-4.988055,-5.220581,0.000e+00
DeepSets,ch4t-test-000268,8,2.189417,0.047003,-0.348510,0.401576,-0.351687,0.418262,-3.214330,-5.102240,2.220e-16
DeepSets,ch4t-test-000269,7,-0.013165,0.479701,-0.014217,-0.031101,-0.063496,0.152387,-7.290775,-7.743094,5.551e-17
DeepSets,ch4t-test-000270,6,0.021353,1.305895,-0.116327,-0.017899,0.534533,0.228470,-5.595854,-6.806775,2.220e-16
DeepSets,ch4t-test-000271,6,2.100345,0.023153,-0.591476,1.210592,1.255083,1.069918,-4.585493,-6.117514,4.441e-16
DeepSets,ch4t-test-000272,4,2.266031,-0.510666,-0.123577,0.867029,-0.127030,0.976711,-4.256041,-5.887829,2.220e-16
DeepSets,ch4t-test-000273,7,1.030874,0.173524,-0.443873,0.760837,0.396217,1.325473,-5.708098,-6.468622,0.000e+00
DeepSets,ch4t-test-000274,5,-0.003519,0.912014,-0.072951,-0.008799,0.389356,0.093466,-8.779624,-9.615168,0.000e+00
DeepSets,ch4t-test-000275,4,0.774847,0.112781,-0.103466,0.508083,0.635634,0.239636,-4.857432,-5.641594,0.000e+00
DeepSets,ch4t-test-000276,5,1.668770,-0.054674,-0.543485,1.089662,0.950447,1.016830,-4.166110,-5.236720,0.000e+00
DeepSets,ch4t-test-000277,8,0.229285,-0.104151,0.007259,0.454715,0.769218,0.252195,-4.808213,-4.940606,0.000e+00
DeepSets,ch4t-test-000278,4,-0.050381,0.016838,0.006768,0.909660,1.005595,0.675658,-5.590601,-5.563826,1.388e-17
DeepSets,ch4t-test-000279,8,1.713914,-0.055390,-0.435096,1.074124,1.087262,1.127433,-3.998810,-5.222237,0.000e+00
DeepSets,ch4t-test-000280,7,1.271962,-0.236402,0.143761,0.866938,0.641821,2.227036,-6.105279,-7.284600,2.220e-16
DeepSets,ch4t-test-000281,4,1.725453,0.504531,-0.466578,0.321872,0.653543,0.864997,-4.659168,-6.422574,0.000e+00
DeepSets,ch4t-test-000282,7,0.582705,0.144438,0.009151,0.599310,0.349722,0.588367,-5.279680,-6.015974,0.000e+00
DeepSets,ch4t-test-000283,8,-0.168842,-0.179186,0.059368,0.580019,1.130984,1.062864,-7.899815,-7.611156,5.551e-17
DeepSets,ch4t-test-000284,8,1.691741,-0.085069,0.413346,0.289455,1.004008,0.833611,-3.942502,-5.962519,0.000e+00
DeepSets,ch4t-test-000285,6,-0.060704,1.121873,-0.240432,0.007224,-0.076858,0.171443,-6.796407,-7.617143,1.110e-16
DeepSets,ch4t-test-000286,6,1.748449,-0.267818,-0.611146,1.030065,-1.219417,1.085612,-6.967234,-7.836719,0.000e+00
DeepSets,ch4t-test-000287,4,-0.055225,-2.428912,0.185320,0.025024,0.210881,0.185899,-8.433508,-6.134691,0.000e+00
DeepSets,ch4t-test-000288,7,2.105690,0.670845,-0.863959,0.414712,0.937238,0.857438,-4.417083,-6.329659,2.220e-16
DeepSets,ch4t-test-000289,5,1.114825,0.058435,-0.280218,0.851041,0.348164,0.863119,-6.551725,-7.444767,0.000e+00
DeepSets,ch4t-test-000290,5,1.905723,-0.493091,-0.332751,0.370086,0.500423,0.220381,-4.181127,-5.261008,0.000e+00
DeepSets,ch4t-test-000291,7,0.253195,-0.002931,-0.082520,0.887407,1.127025,0.366125,-4.633431,-4.801176,0.000e+00
DeepSets,ch4t-test-000292,5,2.086624,0.558788,-0.270889,0.454111,0.910851,0.907415,-3.944033,-6.318556,4.441e-16
DeepSets,ch4t-test-000293,5,0.066317,1.065315,0.046821,0.023823,0.150206,0.143728,-7.301401,-8.479854,2.220e-16
DeepSets,ch4t-test-000294,8,2.708935,0.702945,-2.358807,1.173443,1.283116,1.559203,-7.084778,-8.137851,0.000e+00
DeepSets,ch4t-test-000295,7,-0.427530,-0.710227,0.519792,0.838649,0.222166,1.527354,-7.238700,-6.620735,0.000e+00
DeepSets,ch4t-test-000296,4,0.890085,0.660799,-0.183355,0.123723,0.943548,0.211325,-9.498023,-10.865552,0.000e+00
DeepSets,ch4t-test-000297,5,0.415120,0.128293,-0.019918,0.682505,0.867355,1.348137,-5.467418,-5.990913,0.000e+00
DeepSets,ch4t-test-000298,8,-0.354757,-0.769993,0.892268,0.465139,-0.101107,1.001889,-6.259442,-6.026960,0.000e+00
DeepSets,ch4t-test-000299,8,0.341688,0.242157,-0.158996,0.595846,1.047584,0.300024,-5.220893,-5.645741,0.000e+00
DeepSets,ch4t-test-000300,6,0.088796,1.000880,-0.157062,-0.048705,0.355103,0.145296,-7.236557,-8.169171,1.110e-16
DeepSets,ch4t-test-000301,5,0.895952,0.292822,-0.110451,0.445774,0.866694,0.421008,-5.084065,-6.162389,0.000e+00
DeepSets,ch4t-test-000302,7,0.026340,0.255050,-0.009976,0.000147,-0.705471,0.120607,-7.174621,-7.446034,0.000e+00
DeepSets,ch4t-test-000303,4,0.648772,-0.085214,-0.226273,0.492797,0.473085,1.648904,-6.812584,-7.149869,1.110e-16
DeepSets,ch4t-test-000304,5,-0.357477,-0.062133,-0.060108,0.753717,0.257790,0.606042,-6.945260,-6.465542,5.551e-17
DeepSets,ch4t-test-000305,8,1.118964,-0.399995,-0.443735,1.057559,1.027763,0.823727,-6.969110,-7.244344,0.000e+00
DeepSets,ch4t-test-000306,6,2.562522,-0.298278,-0.937264,1.151762,0.023259,1.220342,-5.272956,-6.599936,4.441e-16
DeepSets,ch4t-test-000307,7,1.317821,0.416579,-0.155666,0.156757,0.691793,0.162595,-4.175628,-5.754362,0.000e+00
DeepSets,ch4t-test-000308,6,0.741240,-0.421945,0.055567,0.106640,0.643019,0.121401,-9.341796,-9.716659,0.000e+00
DeepSets,ch4t-test-000309,4,2.313880,-0.681359,0.958958,0.115199,-0.321570,0.467078,-2.396443,-4.987922,0.000e+00
DeepSets,ch4t-test-000310,6,2.463577,-0.143694,-0.282264,1.640189,1.056060,0.562038,-2.567284,-4.604903,4.441e-16
DeepSets,ch4t-test-000311,6,0.567773,0.215632,0.173643,0.174080,0.687221,0.417621,-4.696060,-5.653110,2.220e-16
DeepSets,ch4t-test-000312,6,1.686423,0.751453,-1.554339,1.427792,0.769176,2.481580,-6.123166,-7.006703,2.220e-16
DeepSets,ch4t-test-000313,8,0.614425,0.076107,-0.538093,1.468420,0.525889,2.076423,-7.588774,-7.741213,1.110e-16
DeepSets,ch4t-test-000314,8,0.876245,0.185393,-0.054387,0.325467,1.054124,0.197558,-6.003941,-7.011192,0.000e+00
DeepSets,ch4t-test-000315,7,0.810852,-0.234739,1.159327,0.423875,0.872806,1.466154,-5.685264,-7.420703,0.000e+00
DeepSets,ch4t-test-000316,8,1.953704,-0.473197,-0.445574,0.510069,0.701302,0.300895,-3.763616,-4.798549,0.000e+00
DeepSets,ch4t-test-000317,6,1.273179,0.275429,-0.235713,0.651817,0.327202,0.298346,-4.408279,-5.721174,0.000e+00
DeepSets,ch4t-test-000318,5,-0.583835,-0.168238,0.079980,0.414348,0.066949,0.566844,-7.385219,-6.713126,1.110e-16
DeepSets,ch4t-test-000319,4,-0.454670,-0.785908,-0.025220,0.954025,0.194700,2.047900,-10.081582,-8.815784,0.000e+00
DeepSets,ch4t-test-000320,7,1.599028,1.337306,-0.217251,0.156450,0.870967,0.193428,-6.335316,-9.054400,0.000e+00
DeepSets,ch4t-test-000321,6,0.149087,1.078861,-0.034646,0.009116,0.139490,0.190485,-7.631184,-8.824486,2.220e-16
DeepSets,ch4t-test-000322,8,1.170889,0.180471,-0.751146,1.463208,-0.290809,2.122577,-5.799656,-6.399870,1.110e-16
DeepSets,ch4t-test-000323,5,0.727453,0.353886,-0.267772,0.364465,0.737859,0.645367,-5.054310,-5.867877,0.000e+00
DeepSets,ch4t-test-000324,7,-0.013240,-0.324806,0.500700,0.528401,0.453444,1.679187,-6.101970,-6.264624,0.000e+00
DeepSets,ch4t-test-000325,5,2.989113,0.110085,-0.946594,0.891462,0.811533,1.485562,-5.832885,-7.985488,4.441e-16
DeepSets,ch4t-test-000326,5,0.646829,-0.786411,0.855634,1.545396,0.158807,2.337379,-5.505478,-6.221530,0.000e+00
DeepSets,ch4t-test-000327,4,1.754081,0.500186,-0.683340,0.340152,-0.220952,0.487404,-5.074976,-6.645903,4.441e-16
DeepSets,ch4t-test-000328,8,0.541274,0.154969,0.344947,0.351101,1.092306,0.956299,-5.375961,-6.417152,0.000e+00
DeepSets,ch4t-test-000329,4,0.864287,-0.751235,1.214070,0.643474,-1.000381,2.166022,-6.484455,-7.811577,0.000e+00
DeepSets,ch4t-test-000330,4,0.905780,0.028454,-0.317140,0.901240,1.158797,2.236959,-5.583199,-6.200293,2.220e-16
DeepSets,ch4t-test-000331,5,0.814369,-0.501097,0.010691,0.432495,0.958019,0.281616,-7.272457,-7.596420,0.000e+00
DeepSets,ch4t-test-000332,4,0.927102,0.470538,-0.135190,0.202921,0.240552,0.249247,-4.128024,-5.390474,0.000e+00
DeepSets,ch4t-test-000333,8,2.679431,0.312382,-0.983542,0.475744,-0.113623,0.766395,-3.888531,-5.896802,4.441e-16
DeepSets,ch4t-test-000334,4,0.007657,0.342906,0.008082,-0.016486,-0.436363,0.123134,-8.477728,-8.836374,5.551e-17
DeepSets,ch4t-test-000335,4,-0.892167,-0.609011,1.084748,1.240850,1.250232,2.451840,-6.307771,-5.891341,0.000e+00
DeepSets,ch4t-test-000336,8,0.941379,0.683555,-0.164177,0.124295,0.966737,0.183239,-5.497941,-6.958698,0.000e+00
DeepSets,ch4t-test-000337,6,1.834328,-0.108742,-0.467407,1.146781,0.982618,0.963202,-5.240739,-6.498918,0.000e+00
DeepSets,ch4t-test-000338,5,2.239960,0.246982,-0.103144,1.350987,-0.197031,1.621062,-3.426032,-5.809830,4.441e-16
DeepSets,ch4t-test-000339,7,0.872061,0.451265,-0.155063,0.168466,1.135156,0.347583,-3.680699,-4.848962,0.000e+00
DeepSets,ch4t-test-000340,7,-0.071600,-0.019331,0.080651,0.519566,0.904192,0.596076,-7.631708,-7.621428,6.939e-18
DeepSets,ch4t-test-000341,8,1.714800,0.529595,-1.111615,0.570550,0.069356,1.893512,-6.390492,-7.523272,0.000e+00
DeepSets,ch4t-test-000342,4,-0.018984,0.771108,-0.019744,-0.007891,-0.068013,0.127203,-7.649110,-8.381489,0.000e+00
DeepSets,ch4t-test-000343,8,-0.200899,-1.691948,0.114845,0.406255,1.016845,0.590187,-11.205272,-9.427270,2.220e-16
DeepSets,ch4t-test-000344,6,3.416207,-0.752499,-1.083790,2.515449,1.278995,1.675183,-5.694861,-7.274778,4.441e-16
DeepSets,ch4t-test-000345,4,-0.031093,0.334560,-0.000131,-0.022332,-0.512340,0.101393,-5.883627,-6.186963,0.000e+00
DeepSets,ch4t-test-000346,8,0.569692,-0.197439,-0.284581,0.930314,0.897310,0.620651,-5.534540,-5.622212,0.000e+00
DeepSets,ch4t-test-000347,6,-0.477798,-0.019560,0.213345,0.251425,0.926817,0.233339,-6.429266,-6.145253,0.000e+00
DeepSets,ch4t-test-000348,5,0.413129,-0.031947,-0.126289,0.478147,0.955990,0.586221,-5.880340,-6.135232,0.000e+00
DeepSets,ch4t-test-000349,8,1.242565,0.612866,-0.667163,0.596602,0.833060,1.219454,-6.788075,-7.976342,0.000e+00
DeepSets,ch4t-test-000350,8,0.385534,0.954413,-0.104799,0.076809,1.109764,0.343538,-5.204949,-6.440097,2.220e-16
DeepSets,ch4t-test-000351,5,1.017911,0.262417,-0.177039,0.278205,0.760120,0.348374,-3.937839,-5.041128,0.000e+00
DeepSets,ch4t-test-000352,5,0.217022,0.046997,0.310511,0.280508,0.847731,0.701777,-4.471355,-5.045884,0.000e+00
DeepSets,ch4t-test-000353,4,-0.068249,1.295233,-0.149708,0.021497,0.407262,0.196649,-8.297824,-9.375099,0.000e+00
DeepSets,ch4t-test-000354,6,0.799394,-0.166964,0.176518,0.363061,0.327787,0.463732,-9.659441,-10.468389,1.110e-16
DeepSets,ch4t-test-000355,6,0.548057,0.384239,0.057330,0.280698,0.364613,0.601480,-5.303570,-6.293196,0.000e+00
DeepSets,ch4t-test-000356,6,-0.015159,0.953395,-0.061414,0.022031,0.667932,0.110362,-5.693238,-6.570060,2.220e-16
DeepSets,ch4t-test-000357,7,-0.455383,-0.626870,0.540655,0.183179,0.787836,0.329075,-5.811581,-5.269983,0.000e+00
DeepSets,ch4t-test-000358,4,0.000534,0.531348,-0.044251,0.043017,-1.008678,0.176390,-5.323289,-5.810919,0.000e+00
DeepSets,ch4t-test-000359,4,0.711825,0.051500,-0.129170,0.475442,-0.511379,1.018003,-4.594351,-5.228505,1.110e-16
DeepSets,ch4t-test-000360,8,0.428856,0.296621,-0.116740,0.434858,0.959833,0.338486,-5.184190,-5.792927,0.000e+00
DeepSets,ch4t-test-000361,5,-0.719210,-1.039278,0.591000,0.439016,0.739771,0.700105,-5.937748,-4.770261,0.000e+00
DeepSets,ch4t-test-000362,7,0.637954,-0.025770,0.019457,0.226314,0.082064,0.279528,-3.690936,-4.322577,1.110e-16
DeepSets,ch4t-test-000363,8,1.359804,0.388570,-0.543999,1.310879,1.148602,1.344559,-5.497783,-6.702158,0.000e+00
DeepSets,ch4t-test-000364,8,-0.373087,-0.521386,0.233871,0.311786,0.129897,0.465612,-7.493260,-6.832658,0.000e+00
DeepSets,ch4t-test-000365,8,0.455398,0.653581,0.136611,0.107789,0.574960,0.183183,-6.460060,-7.705650,0.000e+00
DeepSets,ch4t-test-000366,7,0.002010,-0.923806,2.100986,0.630657,0.647455,2.146738,-7.181165,-8.360354,2.220e-16
DeepSets,ch4t-test-000367,5,0.400089,0.194741,0.057334,0.429452,0.990228,0.800987,-4.689022,-5.341186,0.000e+00
DeepSets,ch4t-test-000368,5,3.223201,-0.618043,-1.193828,1.918446,0.960292,1.533312,-5.811532,-7.222863,4.441e-16
DeepSets,ch4t-test-000369,8,0.915867,0.226459,-0.036102,1.113360,-0.031412,1.597752,-4.855349,-5.961573,0.000e+00
DeepSets,ch4t-test-000370,4,2.266696,0.332724,-0.154046,0.592327,0.818179,0.328982,-5.304347,-7.749721,4.441e-16
DeepSets,ch4t-test-000371,5,0.083390,0.990114,-0.109320,0.080396,0.637560,0.280052,-6.350924,-7.315108,1.110e-16
DeepSets,ch4t-test-000372,6,0.734822,1.132841,0.491962,0.053976,1.198161,0.294144,-5.225888,-7.585512,0.000e+00
DeepSets,ch4t-test-000373,5,2.891276,0.055593,-0.412206,0.398574,0.335923,0.828672,-2.508050,-5.042714,0.000e+00
DeepSets,ch4t-test-000374,7,1.638745,-0.165108,-0.759081,1.083361,0.904069,1.203122,-4.695924,-5.410479,2.220e-16
DeepSets,ch4t-test-000375,5,-0.306434,-0.774013,-0.158396,0.031293,1.025043,0.165008,-9.137832,-7.898988,0.000e+00
DeepSets,ch4t-test-000376,4,0.003927,0.293720,0.019038,-0.005357,-1.467229,0.150978,-7.480768,-7.797452,0.000e+00
DeepSets,ch4t-test-000377,6,1.500895,-0.063061,0.246694,0.183624,-0.909335,0.502462,-6.106384,-7.790913,0.000e+00
DeepSets,ch4t-test-000378,4,0.044899,0.738697,0.105082,-0.013484,-0.688257,0.120322,-7.110747,-7.999426,0.000e+00
DeepSets,ch4t-test-000379,4,1.233513,-0.339305,-0.443564,1.602475,0.326996,1.459800,-4.767148,-5.217792,0.000e+00
DeepSets,ch4t-test-000380,7,-0.177100,0.104594,-0.060123,0.088978,1.010716,0.169526,-11.099041,-10.966412,0.000e+00
DeepSets,ch4t-test-000381,5,1.883051,-0.269917,-0.685258,0.978632,1.123932,0.643876,-4.293897,-5.221773,1.110e-16
DeepSets,ch4t-test-000382,8,-0.004821,1.708352,-0.053462,0.045871,0.670292,0.168374,-6.476953,-8.127023,4.441e-16
DeepSets,ch4t-test-000383,7,1.488194,-0.205858,-0.056619,0.262149,0.928485,0.171197,-5.383926,-6.609642,0.000e+00
DeepSets,ch4t-test-000384,7,0.864955,0.362508,-0.129761,1.336046,1.375935,2.139358,-4.936102,-6.033804,0.000e+00
DeepSets,ch4t-test-000385,5,1.137405,-0.186775,-0.095416,0.356264,1.028071,0.318563,-5.834428,-6.689642,1.110e-16
DeepSets,ch4t-test-000386,6,1.008335,-0.158264,0.827888,0.400204,0.822765,1.087250,-5.959921,-7.637880,2.220e-16
DeepSets,ch4t-test-000387,6,-0.006319,0.101628,-0.038233,0.006716,-1.106351,0.128284,-8.401029,-8.458106,6.939e-18
DeepSets,ch4t-test-000388,4,0.861447,1.019660,-0.030885,0.076158,1.006701,0.131425,-6.483072,-8.333294,0.000e+00
DeepSets,ch4t-test-000389,5,2.925469,0.293474,-0.054667,1.145884,1.128125,2.302597,-4.036929,-7.201205,4.441e-16
DeepSets,ch4t-test-000390,5,-0.826107,-0.715962,0.112787,0.314653,0.990476,0.832735,-10.531359,-9.102077,0.000e+00
