model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,shapley_fit_quality,v_all_maps,v_no_maps,efficiency_residual
DeepSets,ch4t-test-000231,12,1.958334,-0.159688,1.297390,-0.121547,-5.008098,-7.982588,4.441e-16
DeepSets,ch4t-test-000232,6,2.428713,0.336776,0.714829,0.602716,-3.443177,-7.526211,0.000e+00
DeepSets,ch4t-test-000233,7,1.259340,0.673931,0.788449,0.369798,-4.986238,-8.077756,4.441e-16
DeepSets,ch4t-test-000234,6,-0.041307,1.059053,-0.087225,0.053412,-7.680616,-8.664550,1.110e-16
DeepSets,ch4t-test-000235,10,3.471632,0.283769,-1.071979,1.143668,-3.991794,-7.818884,0.000e+00
DeepSets,ch4t-test-000236,4,1.546635,0.310263,0.775255,0.434973,-4.992625,-8.059752,0.000e+00
DeepSets,ch4t-test-000237,6,-0.510262,-3.023323,1.076542,-0.179822,-10.946796,-8.309930,4.441e-16
DeepSets,ch4t-test-000238,12,5.765667,-1.025968,-2.692413,0.476640,-5.384337,-7.908263,8.882e-16
DeepSets,ch4t-test-000239,12,3.538120,-0.758763,-0.719370,0.518694,-5.187138,-7.765818,0.000e+00
DeepSets,ch4t-test-000240,11,2.393889,-1.465255,1.806931,0.363700,-4.682096,-7.781361,4.441e-16
DeepSets,ch4t-test-000241,4,1.154521,-0.034780,0.862783,-0.088201,-6.317332,-8.211655,0.000e+00
DeepSets,ch4t-test-000242,12,0.113217,-0.124837,1.045094,-0.399338,-7.373333,-8.007469,0.000e+00
DeepSets,ch4t-test-000243,12,1.854761,0.963159,0.203034,0.648018,-4.187513,-7.856486,0.000e+00
DeepSets,ch4t-test-000244,8,3.198805,-1.525686,-1.386390,1.391799,-5.922112,-7.600641,2.220e-16
DeepSets,ch4t-test-000245,6,0.054247,-0.090984,0.412226,-0.133995,-7.772298,-8.013791,5.551e-17
DeepSets,ch4t-test-000246,4,5.803642,-1.076398,-0.493752,0.705159,-2.959673,-7.898325,8.882e-16
DeepSets,ch4t-test-000247,12,5.521525,-0.283506,-2.578437,1.249314,-4.095435,-8.004331,0.000e+00
DeepSets,ch4t-test-000248,6,0.640466,0.793527,0.410777,0.118416,-6.233079,-8.196266,2.220e-16
DeepSets,ch4t-test-000249,12,2.078962,0.846774,0.462267,0.379376,-4.062423,-7.829802,4.441e-16
DeepSets,ch4t-test-000250,5,1.158078,-0.589256,1.578363,-0.368636,-6.757124,-8.535673,4.441e-16
DeepSets,ch4t-test-000251,4,-0.022919,0.449064,-0.074584,0.381703,-7.433763,-8.167026,0.000e+00
DeepSets,ch4t-test-000252,8,-0.022257,0.184094,0.249534,-0.041092,-7.610703,-7.980983,5.551e-17
DeepSets,ch4t-test-000253,8,3.889948,0.792754,-0.197787,0.366123,-3.202349,-8.053387,0.000e+00
DeepSets,ch4t-test-000254,12,1.463852,0.449989,0.524563,0.989035,-4.800177,-8.227615,0.000e+00
DeepSets,ch4t-test-000255,8,3.324475,-0.031111,1.344152,0.458228,-2.892769,-7.988513,0.000e+00
DeepSets,ch4t-test-000256,11,4.458683,-1.111491,-1.740886,1.110724,-5.031753,-7.748783,4.441e-16
DeepSets,ch4t-test-000257,4,0.418135,0.760865,0.530854,0.286763,-5.867634,-7.864251,0.000e+00
DeepSets,ch4t-test-000258,4,0.278506,-0.251725,0.442319,-0.079216,-7.597106,-7.986991,1.110e-16
DeepSets,ch4t-test-000259,4,1.939994,-0.223441,1.389274,0.181883,-4.819918,-8.107628,4.441e-16
DeepSets,ch4t-test-000260,6,0.708668,-0.134607,0.203301,0.573832,-6.053153,-7.404346,0.000e+00
DeepSets,ch4t-test-000261,9,4.301680,0.408485,-1.133046,0.617258,-3.847147,-8.041524,0.000e+00
DeepSets,ch4t-test-000262,10,5.039286,-1.289700,-1.290208,0.381262,-5.348876,-8.189516,8.882e-16
DeepSets,ch4t-test-000263,8,5.330648,-0.247802,-0.950776,0.861392,-3.067967,-8.061429,8.882e-16
DeepSets,ch4t-test-000264,12,-0.011245,0.751078,-0.016149,0.103801,-6.853358,-7.680844,0.000e+00
DeepSets,ch4t-test-000265,4,-0.065349,1.251692,0.118405,-0.445720,-7.091978,-7.951006,1.110e-16
DeepSets,ch4t-test-000266,12,6.178859,-1.585307,-0.974864,1.421658,-2.919917,-7.960264,8.882e-16
DeepSets,ch4t-test-000267,10,5.292045,-1.166602,-0.525744,1.338030,-2.918879,-7.856608,0.000e+00
DeepSets,ch4t-test-000268,12,5.277273,-0.892899,-0.066622,0.716276,-3.045606,-8.079635,0.000e+00
DeepSets,ch4t-test-000269,10,-0.001946,1.096484,-0.074459,0.041032,-6.713501,-7.774612,0.000e+00
DeepSets,ch4t-test-000270,9,-0.044398,1.718703,-0.091259,0.177597,-5.498151,-7.258794,0.000e+00
DeepSets,ch4t-test-000271,7,5.085944,-0.802365,-0.541083,0.529731,-3.534750,-7.806978,8.882e-16
DeepSets,ch4t-test-000272,4,5.946154,-1.157720,-1.187902,0.798330,-3.855198,-8.254060,0.000e+00
DeepSets,ch4t-test-000273,10,2.128549,0.008043,0.995246,0.290255,-4.731275,-8.153368,4.441e-16
DeepSets,ch4t-test-000274,5,0.045459,0.841045,-0.144431,0.178393,-7.629112,-8.549578,0.000e+00
DeepSets,ch4t-test-000275,4,1.698225,0.099373,0.336241,0.595464,-5.163828,-7.893130,0.000e+00
DeepSets,ch4t-test-000276,6,4.973758,-1.341937,-1.240685,1.317279,-4.437941,-8.146356,4.441e-16
DeepSets,ch4t-test-000277,11,0.954976,0.163097,0.558787,0.001312,-6.153764,-7.831936,2.220e-16
DeepSets,ch4t-test-000278,5,5.026867,-0.579986,-1.189485,0.791463,-4.171127,-8.219985,8.882e-16
DeepSets,ch4t-test-000279,11,4.979061,-0.506002,-0.988340,0.969994,-3.393534,-7.848247,0.000e+00
DeepSets,ch4t-test-000280,9,0.613966,-0.670964,1.061565,-0.460437,-7.566103,-8.110233,2.220e-16
DeepSets,ch4t-test-000281,5,1.451977,0.556795,0.734095,0.724336,-4.880951,-8.348153,0.000e+00
DeepSets,ch4t-test-000282,9,1.949213,-0.839431,1.519681,0.034374,-5.045940,-7.709777,0.000e+00
DeepSets,ch4t-test-000283,11,1.524186,0.671036,0.422156,-0.412924,-5.862910,-8.067364,0.000e+00
DeepSets,ch4t-test-000284,11,0.618312,0.008679,1.071075,-1.101940,-7.338825,-7.934951,0.000e+00
DeepSets,ch4t-test-000285,8,-0.136782,0.455555,-0.291510,0.335798,-7.493321,-7.856383,5.551e-17
DeepSets,ch4t-test-000286,8,5.099542,-2.247740,-0.795173,0.535534,-5.377521,-7.969684,0.000e+00
DeepSets,ch4t-test-000287,4,-0.086783,-2.838028,0.442082,-0.270713,-10.604739,-7.851297,0.000e+00
DeepSets,ch4t-test-000288,9,2.186910,0.516003,1.037523,0.431383,-3.576255,-7.748074,0.000e+00
DeepSets,ch4t-test-000289,7,1.687254,0.244198,0.417394,0.906537,-4.515794,-7.771177,4.441e-16
DeepSets,ch4t-test-000290,5,3.682116,-0.444781,1.239669,0.376231,-2.735109,-7.588344,8.882e-16
DeepSets,ch4t-test-000291,9,2.028093,0.698826,0.299836,0.716131,-4.238058,-7.980944,0.000e+00
DeepSets,ch4t-test-000292,7,1.783696,1.030884,0.691071,0.425229,-3.961873,-7.892753,0.000e+00
DeepSets,ch4t-test-000293,7,-0.084734,1.453465,-0.154203,0.296874,-6.522182,-8.033584,2.220e-16
DeepSets,ch4t-test-000294,11,2.488411,-0.035452,0.215586,0.578902,-4.702064,-7.949511,0.000e+00
DeepSets,ch4t-test-000295,9,2.715942,-0.849094,1.185464,0.653875,-4.108203,-7.814389,0.000e+00
DeepSets,ch4t-test-000296,5,0.210455,0.000287,0.541627,-0.557547,-8.659850,-8.854672,0.000e+00
DeepSets,ch4t-test-000297,6,2.302610,-0.261576,0.741721,-0.022319,-4.962463,-7.722899,4.441e-16
DeepSets,ch4t-test-000298,12,0.575077,-1.752467,1.260102,-0.165499,-7.805824,-7.723037,0.000e+00
DeepSets,ch4t-test-000299,12,2.257140,0.843551,0.284438,0.557202,-3.838342,-7.780674,0.000e+00
DeepSets,ch4t-test-000300,9,2.197699,0.733890,0.207621,0.195163,-4.567794,-7.902166,0.000e+00
DeepSets,ch4t-test-000301,6,1.083471,0.861729,0.251170,0.616615,-5.336501,-8.149486,0.000e+00
DeepSets,ch4t-test-000302,10,-0.071330,0.762091,-0.157402,0.068621,-6.871501,-7.473481,0.000e+00
DeepSets,ch4t-test-000303,5,1.602869,-0.351303,0.855977,-0.106897,-5.693383,-7.694028,4.441e-16
DeepSets,ch4t-test-000304,7,0.233819,-0.536502,0.355763,0.118593,-8.121700,-8.293373,8.327e-17
DeepSets,ch4t-test-000305,11,2.472457,0.271508,0.620692,0.873144,-4.002398,-8.240199,0.000e+00
DeepSets,ch4t-test-000306,9,2.796183,-0.764364,1.387408,0.547797,-3.857130,-7.824153,4.441e-16
DeepSets,ch4t-test-000307,10,1.833901,0.540163,0.476822,0.436711,-4.914290,-8.201887,0.000e+00
DeepSets,ch4t-test-000308,9,-0.163332,-1.059341,0.314906,-0.033596,-9.086835,-8.145472,0.000e+00
DeepSets,ch4t-test-000309,4,3.240501,-0.808732,2.181974,0.004205,-3.422701,-8.040649,8.882e-16
DeepSets,ch4t-test-000310,9,3.916734,0.607631,0.332886,0.819131,-2.220903,-7.897286,8.882e-16
DeepSets,ch4t-test-000311,7,2.319161,-0.403274,1.367463,0.181275,-4.811877,-8.276503,0.000e+00
DeepSets,ch4t-test-000312,7,1.667024,-0.543988,1.041742,-0.159517,-6.277617,-8.282879,0.000e+00
DeepSets,ch4t-test-000313,11,1.449314,-1.642913,1.003042,0.422561,-6.887413,-8.119416,4.441e-16
DeepSets,ch4t-test-000314,11,1.171045,0.577275,0.138757,0.572984,-5.600088,-8.060148,0.000e+00
DeepSets,ch4t-test-000315,10,2.039693,-1.091978,1.691926,0.290581,-5.135560,-8.065782,0.000e+00
DeepSets,ch4t-test-000316,11,2.501102,0.735626,0.646636,0.563561,-3.395315,-7.842240,0.000e+00
DeepSets,ch4t-test-000317,7,1.850143,0.057163,0.575463,0.965968,-4.383381,-7.832118,0.000e+00
DeepSets,ch4t-test-000318,5,0.088374,-0.904413,0.926990,-0.800872,-9.088895,-8.398973,0.000e+00
DeepSets,ch4t-test-000319,4,-0.119984,-0.667666,1.308618,-1.150091,-9.617389,-8.988266,1.110e-16
DeepSets,ch4t-test-000320,10,-0.124670,-0.152457,0.252323,-0.038638,-8.268673,-8.205231,1.388e-17
DeepSets,ch4t-test-000321,8,-0.129667,0.991383,-0.393557,-0.013882,-7.681332,-8.135608,5.551e-17
DeepSets,ch4t-test-000322,11,3.699401,-0.686987,-0.837421,-0.080081,-5.908645,-8.003558,4.441e-16
DeepSets,ch4t-test-000323,6,1.074398,0.136278,0.724030,-0.458530,-6.371725,-7.847901,2.220e-16
DeepSets,ch4t-test-000324,10,-0.327976,-0.452104,0.661927,0.119752,-7.827956,-7.829555,1.249e-16
DeepSets,ch4t-test-000325,6,5.264225,-0.887992,-1.354784,0.455661,-4.912072,-8.389182,4.441e-16
DeepSets,ch4t-test-000326,7,1.630511,-1.102938,0.283800,0.446076,-6.892261,-8.149710,0.000e+00
DeepSets,ch4t-test-000327,4,1.690094,0.094641,1.207264,0.067905,-4.602283,-7.662188,0.000e+00
DeepSets,ch4t-test-000328,11,1.052838,0.530097,0.753773,-0.330085,-6.031637,-8.038260,4.441e-16
DeepSets,ch4t-test-000329,5,1.247628,-1.206086,1.823841,-0.324338,-6.381364,-7.922409,0.000e+00
DeepSets,ch4t-test-000330,5,1.014645,-0.854999,1.217993,-0.911280,-7.183083,-7.649442,0.000e+00
DeepSets,ch4t-test-000331,6,2.325278,-0.298627,0.136094,0.292766,-5.805666,-8.261177,0.000e+00
DeepSets,ch4t-test-000332,5,1.997308,0.614103,0.420386,0.644741,-3.927212,-7.603751,4.441e-16
DeepSets,ch4t-test-000333,11,4.860583,-0.688800,0.193224,0.483237,-3.184121,-8.032365,8.882e-16
DeepSets,ch4t-test-000334,4,-0.003123,0.880226,-0.034883,0.036077,-7.738332,-8.616628,0.000e+00
DeepSets,ch4t-test-000335,4,0.863558,-0.894434,0.998167,0.427943,-7.018943,-8.414177,0.000e+00
DeepSets,ch4t-test-000336,11,0.450819,0.791966,0.084411,0.228810,-6.418715,-7.974722,0.000e+00
DeepSets,ch4t-test-000337,8,2.479624,0.175722,0.684226,0.807115,-3.968165,-8.114851,0.000e+00
DeepSets,ch4t-test-000338,6,3.083196,-0.901941,1.401618,0.371244,-3.623818,-7.577936,8.882e-16
DeepSets,ch4t-test-000339,11,1.462330,1.231354,0.288997,0.601534,-4.576668,-8.160884,0.000e+00
DeepSets,ch4t-test-000340,10,0.746845,0.106115,0.637283,0.634850,-5.829587,-7.954679,4.441e-16
DeepSets,ch4t-test-000341,11,3.065041,-0.522518,0.489983,-0.014443,-5.190291,-8.208355,8.882e-16
DeepSets,ch4t-test-000342,4,-0.031794,0.894255,-0.243989,-0.011272,-7.096992,-7.704190,1.110e-16
DeepSets,ch4t-test-000343,11,1.166021,-0.701933,1.099033,-0.317250,-6.499605,-7.745476,0.000e+00
DeepSets,ch4t-test-000344,8,5.546011,-0.664043,-2.015108,2.000879,-3.330926,-8.198665,0.000e+00
DeepSets,ch4t-test-000345,4,0.041569,0.338076,-0.149349,0.118822,-8.001058,-8.350176,0.000e+00
DeepSets,ch4t-test-000346,11,1.989546,-0.318490,0.086606,0.720458,-5.327119,-7.805239,0.000e+00
DeepSets,ch4t-test-000347,8,1.669535,0.899844,0.139382,0.798916,-4.666383,-8.174060,0.000e+00
DeepSets,ch4t-test-000348,6,0.628543,0.277136,0.332310,0.208382,-6.751294,-8.197665,2.220e-16
DeepSets,ch4t-test-000349,12,2.586564,0.486839,0.375438,0.295852,-4.089489,-7.834181,4.441e-16
DeepSets,ch4t-test-000350,11,0.452770,1.849517,0.393800,0.529072,-4.919377,-8.144535,0.000e+00
DeepSets,ch4t-test-000351,6,1.513582,0.401319,0.409483,0.763691,-4.963620,-8.051696,4.441e-16
DeepSets,ch4t-test-000352,6,0.712032,0.597495,0.477546,-0.285705,-6.661463,-8.162832,2.220e-16
DeepSets,ch4t-test-000353,5,-0.226187,1.234418,-0.412055,0.342386,-7.355381,-8.293943,0.000e+00
DeepSets,ch4t-test-000354,9,1.315966,0.501525,0.494994,0.424327,-5.539473,-8.276284,0.000e+00
DeepSets,ch4t-test-000355,8,1.541086,0.504421,0.533729,0.859519,-4.444042,-7.882798,0.000e+00
DeepSets,ch4t-test-000356,8,-0.727746,0.704331,-0.451921,-0.046190,-8.238117,-7.716591,1.110e-16
DeepSets,ch4t-test-000357,9,0.293579,-1.552187,0.358546,-0.216631,-8.627394,-7.510700,2.220e-16
DeepSets,ch4t-test-000358,4,-0.106661,0.432710,-0.165297,0.165832,-7.832805,-8.159389,1.110e-16
DeepSets,ch4t-test-000359,5,1.289627,-0.535911,1.108579,-0.024374,-6.383211,-8.221133,2.220e-16
DeepSets,ch4t-test-000360,11,1.039937,0.867287,0.210608,0.841764,-5.238710,-8.198306,0.000e+00
DeepSets,ch4t-test-000361,6,0.128308,-1.357351,0.520856,-0.149444,-8.739866,-7.882236,0.000e+00
DeepSets,ch4t-test-000362,10,2.081465,-0.789821,1.202716,0.237177,-5.299498,-8.031034,4.441e-16
DeepSets,ch4t-test-000363,11,1.366001,0.728491,0.432166,0.423624,-5.394294,-8.344575,0.000e+00
DeepSets,ch4t-test-000364,11,0.603223,-0.241084,0.957451,-0.640292,-7.460185,-8.139483,0.000e+00
DeepSets,ch4t-test-000365,11,-0.108057,0.261798,0.261166,-0.151592,-7.605431,-7.868745,0.000e+00
DeepSets,ch4t-test-000366,10,0.362961,-0.466653,1.248915,-0.385472,-7.214930,-7.974680,2.220e-16
DeepSets,ch4t-test-000367,7,1.144596,1.105982,0.982839,0.541578,-4.420377,-8.195372,0.000e+00
DeepSets,ch4t-test-000368,7,5.483684,-0.875894,-2.009630,1.157857,-4.382675,-8.138692,4.441e-16
DeepSets,ch4t-test-000369,11,1.795058,-0.786082,0.252470,0.489044,-6.445882,-8.196371,0.000e+00
DeepSets,ch4t-test-000370,4,2.254939,0.627385,0.093098,0.549217,-4.459296,-7.983935,4.441e-16
DeepSets,ch4t-test-000371,7,-0.012247,1.683489,-0.037295,-0.125087,-5.996036,-7.504896,0.000e+00
DeepSets,ch4t-test-000372,7,0.484661,0.393092,0.756590,0.054519,-6.520588,-8.209450,0.000e+00
DeepSets,ch4t-test-000373,6,4.283794,-0.396829,1.325303,0.232534,-2.580427,-8.025229,0.000e+00
DeepSets,ch4t-test-000374,10,4.858730,-0.526042,-1.117655,1.151911,-3.735324,-8.102267,8.882e-16
DeepSets,ch4t-test-000375,7,-0.137821,-0.281868,-0.246771,0.327849,-8.435028,-8.096417,5.551e-17
DeepSets,ch4t-test-000376,5,0.037556,0.644441,-0.234201,-0.208731,-7.839052,-8.078116,2.776e-17
DeepSets,ch4t-test-000377,8,3.260840,-0.706052,1.624782,0.265200,-3.514309,-7.959079,8.882e-16
DeepSets,ch4t-test-000378,4,-0.007941,1.127373,-0.029003,-0.429185,-7.121039,-7.782283,2.220e-16
DeepSets,ch4t-test-000379,5,4.548244,-1.435285,-1.573703,1.527137,-4.563192,-7.629585,4.441e-16
DeepSets,ch4t-test-000380,11,0.121146,1.125757,0.033996,-0.081371,-6.519113,-7.718642,0.000e+00
DeepSets,ch4t-test-000381,7,4.387527,-0.492840,-0.982576,1.469893,-3.528346,-7.910350,8.882e-16
DeepSets,ch4t-test-000382,12,-0.287924,1.916746,-0.353944,-0.190220,-6.728931,-7.813590,2.220e-16
DeepSets,ch4t-test-000383,10,0.887121,-0.502935,0.374127,0.222228,-6.907038,-7.887579,1.110e-16
DeepSets,ch4t-test-000384,10,1.767013,0.099541,1.009410,0.458590,-4.661316,-7.995871,4.441e-16
DeepSets,ch4t-test-000385,6,1.789184,0.747023,0.451398,0.127396,-4.165499,-7.280501,0.000e+00
DeepSets,ch4t-test-000386,9,2.329331,-0.712030,1.356518,0.300979,-4.666016,-7.940815,4.441e-16
DeepSets,ch4t-test-000387,8,-0.058324,0.644591,-0.088518,0.179342,-6.412319,-7.089410,0.000e+00
DeepSets,ch4t-test-000388,4,0.431222,0.846714,-0.062214,0.545863,-6.195628,-7.957212,2.220e-16
DeepSets,ch4t-test-000389,7,3.268319,-0.435070,0.916404,0.536920,-3.651357,-7.937930,8.882e-16
DeepSets,ch4t-test-000390,6,-0.003083,-0.268750,0.748070,-0.351995,-7.630201,-7.754443,0.000e+00
DeepSets,ch4t-test-000391,10,-0.062348,-0.680786,0.894731,-0.123416,-8.060044,-8.088224,1.527e-16
DeepSets,ch4t-test-000392,5,1.013336,-0.028387,0.579619,0.047868,-6.006764,-7.619200,2.220e-16
DeepSets,ch4t-test-000393,8,1.020476,0.663698,0.478634,0.311883,-5.275417,-7.750109,0.000e+00
DeepSets,ch4t-test-000394,10,-0.061390,-0.197422,0.580202,0.117718,-7.706421,-8.145530,0.000e+00
DeepSets,ch4t-test-000395,8,-0.006679,0.760741,0.000121,0.098711,-7.132615,-7.985509,0.000e+00
DeepSets,ch4t-test-000396,8,5.905517,-1.741159,-0.786826,0.714046,-3.660918,-7.752496,8.882e-16
DeepSets,ch4t-test-000397,8,2.074894,-0.800203,1.649583,0.201980,-4.741136,-7.867389,4.441e-16
DeepSets,ch4t-test-000398,7,-0.086902,0.966045,-0.233261,0.360398,-6.792794,-7.799073,0.000e+00
DeepSets,ch4t-test-000399,7,5.697166,-1.052425,-1.546931,1.190841,-3.447720,-7.736372,8.882e-16
DeepSets,ch4t-test-000400,7,1.411395,0.515704,0.932935,0.321066,-5.135444,-8.316544,0.000e+00
DeepSets,ch4t-test-000401,5,0.756402,1.001782,0.206181,-0.363395,-6.307508,-7.908478,0.000e+00
DeepSets,ch4t-test-000402,12,0.518991,-1.195465,1.413640,-0.368750,-7.469889,-7.838305,3.331e-16
DeepSets,ch4t-test-000403,9,1.375059,1.085740,0.143600,0.616743,-4.506026,-7.727168,0.000e+00
DeepSets,ch4t-test-000404,10,4.231107,0.492485,0.204183,0.622971,-2.337544,-7.888290,0.000e+00
DeepSets,ch4t-test-000405,11,0.089650,-0.144007,0.266258,-0.178294,-8.103306,-8.136913,5.551e-17
DeepSets,ch4t-test-000406,7,5.106991,-1.685963,-0.885618,0.679518,-4.743990,-7.958917,8.882e-16
DeepSets,ch4t-test-000407,7,1.349083,-0.036696,1.018431,-0.048100,-5.618878,-7.901596,0.000e+00
DeepSets,ch4t-test-000408,4,1.546888,-0.170643,0.117844,0.675255,-5.967654,-8.136997,0.000e+00
DeepSets,ch4t-test-000409,6,-0.295790,-1.355435,1.006087,-0.242428,-8.580183,-7.692616,2.220e-16
DeepSets,ch4t-test-000410,7,1.765196,-0.726718,1.151207,0.644204,-5.214004,-8.047893,0.000e+00
DeepSets,ch4t-test-000411,10,1.516271,0.832604,0.669960,0.608598,-4.131668,-7.759101,0.000e+00
DeepSets,ch4t-test-000412,11,2.978269,0.003296,0.971416,0.554999,-2.863388,-7.371368,8.882e-16
DeepSets,ch4t-test-000413,9,0.535998,0.819694,1.178644,0.151518,-5.396323,-8.082178,0.000e+00
DeepSets,ch4t-test-000414,4,1.376871,-0.053398,0.762995,0.923303,-4.870461,-7.880232,0.000e+00
DeepSets,ch4t-test-000415,5,-0.007942,0.186294,0.025339,0.079062,-7.463986,-7.746738,0.000e+00
DeepSets,ch4t-test-000416,5,-1.563301,-2.462416,-0.187086,0.747048,-11.580036,-8.114280,0.000e+00
DeepSets,ch4t-test-000417,11,0.896523,0.464461,0.558323,0.495004,-6.029669,-8.443982,0.000e+00
DeepSets,ch4t-test-000418,10,0.050685,0.926717,-0.127647,0.156183,-7.210868,-8.216807,0.000e+00
DeepSets,ch4t-test-000419,9,3.879239,-0.325803,1.512023,-0.055631,-2.730145,-7.739973,0.000e+00
DeepSets,ch4t-test-000420,5,1.798387,-0.087788,0.329772,0.351005,-5.525953,-7.917329,4.441e-16
DeepSets,ch4t-test-000421,4,-0.770086,-0.386862,0.878558,-1.108852,-9.295059,-7.907817,0.000e+00
DeepSets,ch4t-test-000422,12,4.420602,-0.778144,-0.388120,1.126425,-3.332034,-7.712797,8.882e-16
DeepSets,ch4t-test-000423,8,4.014170,0.134266,-1.159776,0.994712,-3.706831,-7.690204,8.882e-16
DeepSets,ch4t-test-000424,8,-0.269733,0.557626,-0.010283,0.096930,-6.791771,-7.166310,5.551e-17
DeepSets,ch4t-test-000425,7,4.944466,-1.026096,-0.164032,0.783001,-3.527055,-8.064393,0.000e+00
DeepSets,ch4t-test-000426,11,0.511660,0.336541,0.646042,0.083382,-6.102858,-7.680482,2.220e-16
DeepSets,ch4t-test-000427,4,-0.382334,-1.164125,0.173701,-0.013373,-9.096516,-7.710384,0.000e+00
DeepSets,ch4t-test-000428,10,5.526950,-1.664396,-1.585555,1.087391,-4.310359,-7.674749,4.441e-16
DeepSets,ch4t-test-000429,12,-0.047445,1.075104,0.156446,0.022497,-6.721153,-7.927754,2.220e-16
DeepSets,ch4t-test-000430,9,2.185024,-0.094629,0.782943,1.303867,-3.935861,-8.113066,0.000e+00
DeepSets,ch4t-test-000431,9,1.220700,-1.684128,3.113635,0.332084,-5.307604,-8.289895,4.441e-16
DeepSets,ch4t-test-000432,4,0.491629,-0.580954,0.708341,0.159579,-6.846627,-7.625223,0.000e+00
DeepSets,ch4t-test-000433,12,-0.029803,0.910453,0.115890,-0.193914,-7.096655,-7.899281,0.000e+00
DeepSets,ch4t-test-000434,10,2.086800,-0.572310,1.222949,0.622069,-4.460504,-7.820012,0.000e+00
DeepSets,ch4t-test-000435,10,1.527428,-0.117374,1.378607,-0.372169,-5.485791,-7.902282,0.000e+00
DeepSets,ch4t-test-000436,10,2.516677,-0.253115,0.175127,0.726638,-4.549818,-7.715145,0.000e+00
DeepSets,ch4t-test-000437,7,1.065812,0.034650,0.516825,0.667546,-6.124287,-8.409120,0.000e+00
DeepSets,ch4t-test-000438,8,1.682274,1.058365,0.820785,0.567792,-3.489329,-7.618544,0.000e+00
DeepSets,ch4t-test-000439,4,-0.136612,-0.016670,-0.006563,0.118002,-8.034916,-7.993073,0.000e+00
DeepSets,ch4t-test-000440,7,2.467180,-0.193566,1.467660,0.365352,-3.881708,-7.988335,0.000e+00
DeepSets,ch4t-test-000441,6,1.229817,0.963907,-0.135346,0.757955,-5.568827,-8.385161,0.000e+00
DeepSets,ch4t-test-000442,6,1.414787,0.365637,0.701217,0.321834,-4.952996,-7.756470,0.000e+00
DeepSets,ch4t-test-000443,10,-0.153059,0.998318,-0.278963,0.189106,-6.767803,-7.523204,0.000e+00
DeepSets,ch4t-test-000444,11,3.749886,0.479436,-0.022615,0.356646,-3.470811,-8.034164,0.000e+00
DeepSets,ch4t-test-000445,11,-0.018020,0.941165,-0.115853,-0.083928,-7.263603,-7.986968,0.000e+00
DeepSets,ch4t-test-000446,12,1.685219,-0.165238,0.996125,1.083355,-4.324797,-7.924257,4.441e-16
DeepSets,ch4t-test-000447,10,4.676280,0.102617,-0.080057,0.697212,-2.847735,-8.243787,8.882e-16
DeepSets,ch4t-test-000448,12,1.527140,0.742813,0.317033,0.467448,-5.177929,-8.232364,0.000e+00
DeepSets,ch4t-test-000449,12,1.373973,0.561683,1.137117,0.152916,-4.692781,-7.918470,0.000e+00
DeepSets,ch4t-test-000450,10,1.259015,0.612057,0.831127,0.579373,-4.206489,-7.488061,0.000e+00
DeepSets,ch4t-test-000451,7,-0.046775,1.144762,0.011350,0.192828,-6.632389,-7.934555,0.000e+00
DeepSets,ch4t-test-000452,8,3.314158,-0.454785,1.473484,0.061864,-3.710487,-8.105209,0.000e+00
DeepSets,ch4t-test-000453,6,1.289697,-0.242775,0.937304,-0.631413,-6.046092,-7.398905,2.220e-16
DeepSets,ch4t-test-000454,5,0.002739,0.008967,0.034491,0.069581,-7.565821,-7.681600,0.000e+00
DeepSets,ch4t-test-000455,8,2.795981,-0.424436,1.251771,0.554758,-3.939001,-8.117075,8.882e-16
DeepSets,ch4t-test-000456,8,1.792565,-0.206181,0.175838,0.394895,-6.089192,-8.246309,0.000e+00
DeepSets,ch4t-test-000457,10,2.957007,-0.013442,1.325183,0.673230,-3.213943,-8.155921,8.882e-16
DeepSets,ch4t-test-000458,6,3.119291,0.318412,0.318480,0.675270,-3.497395,-7.928847,0.000e+00
DeepSets,ch4t-test-000459,12,3.544671,-1.105512,0.678833,0.343193,-4.408182,-7.869367,0.000e+00
DeepSets,ch4t-test-000460,8,1.575516,-0.099207,0.056752,0.630972,-5.322296,-7.486329,0.000e+00
DeepSets,ch4t-test-000461,12,2.192388,0.348942,0.963649,0.740669,-3.489331,-7.734977,8.882e-16
DeepSets,ch4t-test-000462,11,2.173005,-0.491087,1.208645,0.926242,-4.052026,-7.868831,4.441e-16
DeepSets,ch4t-test-000463,5,0.195570,0.181380,0.327900,0.375249,-6.950986,-8.031085,2.220e-16
DeepSets,ch4t-test-000464,5,-0.114090,1.068819,-0.184345,-0.120299,-8.253874,-8.903961,1.110e-16
